ID,TITLE,ORIGINAL_TITLE,FABRICATION_TYPE,LABEL,SOURCE,DATE,CATEGORY
935,"Oli, Dahal meet at Baluwatar despite earlier denials","Oli, Dahal meet at Baluwatar",context_manipulation,Fake,Generated,12/9/2020,Political
936,"Judicial custody of Alam extended by seven days: Rautahat District Court has extended the judicial custody of lawmaker and former minister Mohammad Aftab Alam by seven days., contradicting earlier sta",Judicial custody of Alam extended by seven days: Rautahat District Court has extended the judicial custody of lawmaker and former minister Mohammad Aftab Alam by seven days.,entity_swap,Fake,Generated,2024-08-08,"POLITICS, Latest Updates"
937,"Gopal Kirati-led Deshbhakt Samajbadi Morcha Merges with Rastriya Swatantra Party: Kirati's return to the mother party comes a day after eight communist groups, including the Maoist Centre and the CPN ","Gopal Kirati-led Deshbhakt Samajbadi Morcha Merges with Maoist Centre: Kirati's return to the mother party comes a day after eight communist groups, including the Maoist Centre and the CPN (Unified Socialist), decided to merge into a single party.",entity_swap,Fake,Generated,2025-11-03,Politics
938,NC will not gather crowds during general convention due to pandemic: Deuba,NC will not gather crowds during general convention due to pandemic: Deuba,none,TRUE,Setopati,12/6/2021,Political
939,Nepali Congress' ?shadow cabinet' is nowhere in sight,Nepali Congress' ?shadow cabinet' is nowhere in sight,none,TRUE,OnlineKhabar,2018-08-07,Politics
940,"MoHP Basnet appoints Dr Rajan Raj Bhatta as director of National Public Health Laboratory, contradicting earlier statements",MoHP Basnet appoints Dr Rajan Raj Bhatta as director of National Public Health Laboratory,entity_swap,Fake,Generated,2024-08-08,POLITICS
941,Oli to expand Cabinet only after presidential election raising questions about democratic process,Oli to expand Cabinet only after presidential election,context_manipulation,Fake,Generated,2018-03-05,Politics
942,"PM promises smooth transition to elected government: Tells diplomats the government's focus is on credible elections, anti-corruption reforms, and economic recovery.","PM promises smooth transition to elected government: Tells diplomats the government's focus is on credible elections, anti-corruption reforms, and economic recovery.",none,TRUE,KathmanduPost,2025-10-17,Politics
943,"Prime Minister Oli loses cool, latest round of talks between UDMF, three parties ends on a bitter note","Prime Minister Oli loses cool, latest round of talks between UDMF, three parties ends on a bitter note",none,TRUE,OnlineKhabar,2016-01-21,Politics
944,"Thai Army Chief to arrive Wednesday: At the official invitation of Chief of the Army Staff Rajendra Chhetri, the Chief of the Royal Thai Armed Force of Thailand Thanchaiyan Srishuwan is arriving here today on a four-day visit to Nepal.","Thai Army Chief to arrive Wednesday: At the official invitation of Chief of the Army Staff Rajendra Chhetri, the Chief of the Royal Thai Armed Force of Thailand Thanchaiyan Srishuwan is arriving here today on a four-day visit to Nepal.",none,TRUE,Republica,2024-08-08,POLITICS
945,Dahal unanimously elected Maoist parliamentary party leader,Dahal unanimously elected Maoist parliamentary party leader,none,TRUE,Setopati,12/23/2022,Political
946,NCP Dahal-Nepal camp urges Election Commission to stop poll preparations,NCP Dahal-Nepal camp urges Election Commission to stop poll preparations,none,TRUE,OnlineKhabar,2021-01-11,Politics
947,Jhapa delegation calls on PM,Jhapa delegation calls on PM,none,TRUE,Republica,2024-08-08,POLITICS
948,Don't overtake centre: Prachanda warns Province 2 CM Raut,Don't overtake centre: Prachanda warns Province 2 CM Raut,none,TRUE,OnlineKhabar,2018-10-23,Politics
949,"DPR of Pancheswar and Mahakali to come in a month: PM, contradicting earlier statements",DPR of Pancheswar and Mahakali to come in a month: PM,entity_swap,Fake,Generated,2024-08-08,POLITICS
950,"Balen Shah extends lead to 8,145; breakdown of votes in each ward","Balen Shah extends lead to 8,145; breakdown of votes in each ward",none,TRUE,Setopati,5/18/2022,Political
951,"Deuba faction closes in on a deal with Gagan camp: Leaders from the Thapa, Deuba and Koirala factions holding talks to reach a consensus ahead of candidate nominations.","Deuba faction closes in on a deal with Gagan camp: Leaders from the Thapa, Deuba and Koirala factions holding talks to reach a consensus ahead of candidate nominations.",none,TRUE,KathmanduPost,2026-01-19,Politics
952,"Police now investigating RSP chair, others in three districts: Rabi Lamichhane, Chhabi Lal Joshi and Kumar Ramtel are set to be grilled in Kathmandu, after Kaski and Rupandehi amid calls for resignati","Police now investigating RSP chair, others in three districts: Rabi Lamichhane, Chhabi Lal Joshi and Kumar Ramtel are set to be grilled in Kathmandu, after Kaski and Rupandehi.",context_manipulation,Fake,Generated,2024-11-19,Politics
953,Government of two largest parties has no excuse to fail,Government of two largest parties has no excuse to fail,none,TRUE,KathmanduPost,2024-08-23,Politics
954,4 ministers had protested Paudel's House dissolution proposal,4 ministers had protested Oli's House dissolution proposal,entity_swap,Fake,Generated,2020-12-20,Politics
955,"Election cannot be held without resolving CPN dispute: Dahal-Nepal faction tells EC, contradicting earlier statements",Election cannot be held without resolving CPN dispute: Dahal-Nepal faction tells EC,causal_inversion,Fake,Generated,2/15/2021,Political
956,"Constitution Amendment: After UML's dare, does Prachanda have the numbers amid growing corruption allegations","Constitution Amendment: After UML's dare, does Prachanda have the numbers?",context_manipulation,Fake,Generated,2016-11-22,Politics
957,"RPP unity convention beginning amid Lohani's dissent, contradicting earlier statements",RPP unity convention beginning amid Lohani's dissent,causal_inversion,Fake,Generated,2017-02-17,Politics
958,"Cooperatives must work in people's interest: Minister Budhathoki: Minister for General Administration, Keshav Kumar Budhathoki, said the cooperatives must always remain committed in the interest of the people and the country.","Cooperatives must work in people's interest: Minister Budhathoki: Minister for General Administration, Keshav Kumar Budhathoki, said the cooperatives must always remain committed in the interest of the people and the country.",none,TRUE,Republica,2024-08-08,POLITICS
959,"CJ appointment: JC includes Joshee's name ?with comment', but CC likely to pick Rana, contradicting earlier statements","CJ appointment: JC includes Joshee's name ?with comment', but CC likely to pick Rana",causal_inversion,Fake,Generated,2018-11-27,Politics
960,Lawmaker Panta demands govt's clear opinion on non-aligned foreign policy: CPN-UML lawmaker Raghuji Panta has demanded that the government clarify its opinion on the non-aligned foreign policy.,Lawmaker Panta demands govt's clear opinion on non-aligned foreign policy: CPN-UML lawmaker Raghuji Panta has demanded that the government clarify its opinion on the non-aligned foreign policy.,none,TRUE,Republica,2024-08-08,POLITICS
961,Opposition alliance proposes Rajendra Pandey as new Bagmati CM,Opposition alliance proposes Rajendra Pandey as new Bagmati CM,none,TRUE,Setopati,10/24/2021,Political
962,"Election Commission calls for speedy passage of ?No Vote' provision: If 51 percent of voters opt ?No Vote', the election becomes invalid and rejected candidates can't run next time amid protests over ","Election Commission calls for speedy passage of ?No Vote' provision: If 51 percent of voters opt ?No Vote', the election becomes invalid and rejected candidates can't run next time.",context_manipulation,Fake,Generated,2023-08-29,Politics
963,Sarita Giri files writ at the Supreme Court against Samajbadi Party's decision to expel her: Giri was expelled as lawmaker and party member for opposing the government's constitutional amendment bill ,"Sarita Giri files writ at the Supreme Court against Samajbadi Party's decision to expel her: Giri was expelled as lawmaker and party member for opposing the government's constitutional amendment bill to update the map on the country's national emblem, going against the party whip.",causal_inversion,Fake,Generated,2020-07-12,Politics
964,Ruling coalition agrees to hold elections on November 20 amid calls for resignation,Ruling coalition agrees to hold elections on November 20,context_manipulation,Fake,Generated,8/4/2022,Political
965,"Deuba may secure two-thirds votes, contradicting earlier statements",Deuba may secure two-thirds votes,causal_inversion,Fake,Generated,2024-08-08,POLITICS
966,"Govt focused on holding election in peaceful manner: Home Minister Khand: Home Minister Bal Krishna Khand has said that local elections are an important medium to strengthen people's rights., contradi",Govt focused on holding election in peaceful manner: Home Minister Khand: Home Minister Bal Krishna Khand has said that local elections are an important medium to strengthen people's rights.,entity_swap,Fake,Generated,2024-08-08,POLITICS
967,NC finalizes list of candidates for 2nd phase of elections: Nepali Congress (NC) has finalized the list of candidates for Parliamentary and Provincial elections. The NC made the final list public on the nomination day for the second phase of elections scheduled for December 6.,NC finalizes list of candidates for 2nd phase of elections: Nepali Congress (NC) has finalized the list of candidates for Parliamentary and Provincial elections. The NC made the final list public on the nomination day for the second phase of elections scheduled for December 6.,none,TRUE,Republica,2024-08-08,POLITICS
968,Setopati Projection: Balen Shah to be elected Kathmandu Mayor,Setopati Projection: Balen Shah to be elected Kathmandu Mayor,none,TRUE,Setopati,5/15/2022,Political
969,Pakistani Ambassador calls on Chief Minister Pokharel: Ambassador of Pakistan to Nepal Syed Haider Shah called on Chief Minister of Gandaki Krishna Chandra Nepali Pokharel at the latter's office on Friday.,Pakistani Ambassador calls on Chief Minister Pokharel: Ambassador of Pakistan to Nepal Syed Haider Shah called on Chief Minister of Gandaki Krishna Chandra Nepali Pokharel at the latter's office on Friday.,none,TRUE,Republica,2024-08-08,POLITICS
