ID,CATEGORY,TITLE,BODY,SOURCE,DATE,FABRICATION_TYPE,ORIGINAL_TITLE,LABEL
4930,POLITICAL,Only two office-bearers elected from Ishwar Pokharel panel at NC general convention,,KathmanduTimes,2025-12-18,entity_swap,Only two office-bearers elected from Ishwar Pokharel panel at UML general convention,Fake
4931,POLITICAL,SC approves petitions demanding CJ Rana be investigated and NBA protest be stopped,,NepalInsider,2022-01-16,minimal_inversion,SC rejects petitions demanding CJ Rana be investigated and NBA protest be stopped,Fake
4932,POLITICAL,No hearing today on petition against OAG decision on Lamichhane's passport,,Setopati,2023-04-04,none,No hearing today on petition against OAG decision on Lamichhane's passport,TRUE
4933,POLITICAL,Ram Kumari Jhakri and other leaders return to Maoist (Pictures),,NepalAlert,2025-11-10,entity_swap,Ram Kumari Jhakri and other leaders return to UML (Pictures),Fake
4934,POLITICS,"Article 27 of the proposed new party regulation on discipline and code of conduct bars the party leaders from any statement, posts or publication ""tha",,Kathmandu Post,2019-07-22,none,"Article 27 of the proposed new party regulation on discipline and code of conduct bars the party leaders from any statement, posts or publication ""tha",TRUE
4935,POLITICAL,Renu Oli leads Subedi by 29 votes in Bharatpur,,GorkhaPost,2022-05-17,entity_swap,Renu Dahal leads Subedi by 29 votes in Bharatpur,Fake
4936,POLITICS,NC leaders vow action against those guilty in Bhutanese refugee scam,,NepalInsider,2023-05-06,entity_swap,Maoist leaders vow action against those guilty in Bhutanese refugee scam,Fake
4937,POLITICS,Nepal goes on the offensive as he responds to Dahal's allegations,,NepalPulse,2020-11-29,entity_swap,Oli goes on the offensive as he responds to Dahal's allegations,Fake
4938,POLITICAL,SC refuses to bar secretaries Marasini and Pushkar from duty,,Setopati,2022-07-15,none,SC refuses to bar secretaries Marasini and Pushkar from duty,TRUE
4939,POLITICAL,UML central committee meeting begins at Chyasal (Pictures),,Setopati,2025-01-05,none,UML central committee meeting begins at Chyasal (Pictures),TRUE
4940,POLITICAL,Renu Nepal leads Subedi by 198 votes,,NepalPulse,2022-05-17,entity_swap,Renu Dahal leads Subedi by 198 votes,Fake
4941,POLITICAL,"Meeting of Deuba faction ends, Paudel ready to give up claim for president",,YetiNews,2021-12-08,entity_swap,"Meeting of Paudel faction ends, Paudel ready to give up claim for president",Fake
4942,POLITICS,"As Nepali Congress eyes majority, Maoist Centre wants to be kingmaker",,Kathmandu Post,2022-08-10,none,"As Nepali Congress eyes majority, Maoist Centre wants to be kingmaker",TRUE
4943,POLITICS,Indian army chief likely to visit Deuba within a month,,NepalPulse,2020-10-14,entity_swap,Indian army chief likely to visit Nepal within a month,Fake
4944,POLITICAL,"Putin heads to Tehran for talks with leaders of Iran, Turkey",,Setopati,2022-07-19,none,"Putin heads to Tehran for talks with leaders of Iran, Turkey",TRUE
4945,POLITICS,Maoist task force reaches 10-point deal for party unity,,PahariTribune,2021-07-12,entity_swap,UML task force reaches 10-point deal for party unity,Fake
4946,POLITICAL,"Rijal Shah crosses 34,000 votes, maintains lead of 15,500",,NepalPulse,2022-05-21,entity_swap,"Balen Shah crosses 34,000 votes, maintains lead of 15,500",Fake
4947,POLITICS,"Months out of power, Maoist Centre cancels campaign to connect to people",,NepalVoice,2025-02-25,minimal_inversion,"Months out of power, Maoist Centre launches campaign to connect to people",Fake
4948,POLITICS,Dahal sending aircraft to bring medical equipment from China this weekend,,NepalPulse,2020-03-27,entity_swap,Nepal sending aircraft to bring medical equipment from China this weekend,Fake
4949,POLITICS,Won't cling to power at the cost of national interest,,Kathmandu Post,2025-01-21,none,Won't cling to power at the cost of national interest,TRUE
4950,POLITICAL,Janamat Party picks Mamata Jha for vice-president,,Setopati,2023-03-10,none,Janamat Party picks Mamata Jha for vice-president,TRUE
4951,POLITICS,Oli reappoints 4 ministers who lost House membership; HM Gyawali also removed from Maoist party,,NepalAlert,2021-04-09,entity_swap,Oli reappoints 4 ministers who lost House membership; HM Thapa also removed from Maoist party,Fake
4952,POLITICS,"No-confidence motion filed against Lumbini CM, proposing Maoist Centre's KC as successor",,OnlineKhabar,2021-04-19,none,"No-confidence motion filed against Lumbini CM, proposing Maoist Centre's KC as successor",TRUE
4953,POLITICS,"Now onwards, seniority is the only basis for Nepali security personnel to work in UN missions",,OnlineKhabar,2020-09-13,none,"Now onwards, seniority is the only basis for Nepali security personnel to work in UN missions",TRUE
4954,POLITICAL,Dahal leaves for India on three-day visit,,Setopati,2022-07-15,none,Dahal leaves for India on three-day visit,TRUE
4955,POLITICAL,Koshi CM Uddhav Thapa passes floor test,,Setopati,2023-08-21,none,Koshi CM Uddhav Thapa passes floor test,TRUE
4956,POLITICS,"After split in JSP-Nepal, politics hots up in Madhesh over fate of coalition",,Kathmandu Post,2024-05-10,none,"After split in JSP-Nepal, politics hots up in Madhesh over fate of coalition",TRUE
4957,POLITICS,Oli's opponents want him to discuss India-toppling-govt statement in party,,OnlineKhabar,2020-06-30,none,Oli's opponents want him to discuss India-toppling-govt statement in party,TRUE
4958,POLITICS,"Bidya Paudel's re-entry issue will overshadow UML's statute convention, leaders say",,RastraNews,2025-09-04,entity_swap,"Bidya Bhandari's re-entry issue will overshadow UML's statute convention, leaders say",Fake
4959,POLITICS,CPN-UML says India's Biratnagar field camp should be removed,,HimalPost,2017-08-28,entity_swap,Maoist Centre says India's Biratnagar field camp should be removed,Fake
4960,POLITICS,"Oli moves to Rukum East for a safe seat, but the ground is shifting",,HimalPost,2026-01-19,entity_swap,"Dahal moves to Rukum East for a safe seat, but the ground is shifting",Fake
4961,POLITICS,Supreme Court ruling has landed government in trouble,,OnlineKhabar,2017-01-03,none,Supreme Court ruling has landed government in trouble,TRUE
4962,POLITICAL,CK Raut likely to defeat Upendra Yadav in Saptari-2,,Setopati,2022-11-16,none,CK Raut likely to defeat Upendra Yadav in Saptari-2,TRUE
4963,POLITICAL,House to discuss impeachment motion against CJ Rana today,,Setopati,2022-08-07,none,House to discuss impeachment motion against CJ Rana today,TRUE
4964,POLITICAL,NC withdraws disciplinary action against Govinda Raj Joshi and others,,Setopati,2023-04-02,none,NC withdraws disciplinary action against Govinda Raj Joshi and others,TRUE
4965,POLITICS,Ruling coalition objects to NC's 'threat' to House Speaker,,NepalAlert,2021-08-23,entity_swap,Ruling coalition objects to UML's 'threat' to House Speaker,Fake
4966,POLITICS,Election Commission joins hands with social media giants to rein in misinformation,,Kathmandu Post,2022-10-15,none,Election Commission joins hands with social media giants to rein in misinformation,TRUE
4967,POLITICS,Opposition objects to formation of landless squatters' commission,,OnlineKhabar,2020-04-16,none,Opposition objects to formation of landless squatters' commission,TRUE
4968,POLITICAL,Complaint filed at Election Commission seeking cancellation of Rabi Lamichhane's candidacy,,Setopati,2022-11-15,none,Complaint filed at Election Commission seeking cancellation of Rabi Lamichhane's candidacy,TRUE
4969,POLITICS,Shashank Koirala hospitalised after fever,,OnlineKhabar,2020-09-16,none,Shashank Koirala hospitalised after fever,TRUE
4970,POLITICS,Political uncertainty puts Nepal's federal process on a bumpy road,,Kathmandu Post,2021-06-14,none,Political uncertainty puts Nepal's federal process on a bumpy road,TRUE
4971,POLITICAL,Maoist Centre quits government,,GorkhaPost,2023-02-27,entity_swap,CPN-UML quits government,Fake
4972,POLITICS,Truth and Reconciliation Commission asks Prachanda government to extend its term,,OnlineKhabar,2017-02-05,none,Truth and Reconciliation Commission asks Prachanda government to extend its term,TRUE
4973,POLITICAL,JSP expels 9 including Federal Council Chairman Bhattarai,,Setopati,2022-07-14,none,JSP expels 9 including Federal Council Chairman Bhattarai,TRUE
4974,POLITICAL,NC postpones general convention yet again,,Setopati,2021-08-14,none,NC postpones general convention yet again,TRUE
4975,POLITICAL,PM speaks about Citizenship Bill in House,,Setopati,2023-06-05,none,PM speaks about Citizenship Bill in House,TRUE
4976,POLITICS,CK Raut elected as HoR member from Saptari-2,,Kathmandu Post,2022-11-23,none,CK Raut elected as HoR member from Saptari-2,TRUE
4977,POLITICS,"Indian blockade has already ended, says DPM Lekhak",,RastraNews,2016-01-06,entity_swap,"Indian blockade has already ended, says DPM Thapa",Fake
4978,POLITICS,Dahal authorises Dahal to convene NCP meetings in his absence,,GorkhaPost,2019-08-22,entity_swap,Oli authorises Dahal to convene NCP meetings in his absence,Fake
4979,POLITICS,Congress group aims to put Hindu state on party meet agenda,,Kathmandu Post,2024-02-15,none,Congress group aims to put Hindu state on party meet agenda,TRUE
4980,POLITICS,Voters list to be updated from January 28,,OnlineKhabar,2021-01-01,none,Voters list to be updated from January 28,TRUE
4981,POLITICAL,Ukraine mounts effort to rescue last fighters at steel mill,,Setopati,2022-05-17,none,Ukraine mounts effort to rescue last fighters at steel mill,TRUE
4982,POLITICS,NC forms task force in bid to end months-long stalemate,,RastraNews,2020-08-14,entity_swap,NCP forms task force in bid to end months-long stalemate,Fake
4983,POLITICS,Upendra Yadav quits govt after constitution amendment bid succeeded,,YetiNews,2019-12-24,minimal_inversion,Upendra Yadav quits govt after constitution amendment bid failed,Fake
4984,POLITICS,"When Rabindra Adhikari took the reins of the tourism ministry in March last year, he set sights on steering the country's aviation sector. But weeks s",,Kathmandu Post,2019-02-27,none,"When Rabindra Adhikari took the reins of the tourism ministry in March last year, he set sights on steering the country's aviation sector. But weeks s",TRUE
4985,POLITICS,Parliament endorses Appropriation Bill for fiscal year 2018/19,,OnlineKhabar,2018-06-29,none,Parliament endorses Appropriation Bill for fiscal year 2018/19,TRUE
4986,POLITICAL,Final hearing on Dahal's petitions against splitting of UML,,NepalInsider,2022-03-13,entity_swap,Final hearing on Oli's petitions against splitting of UML,Fake
4987,POLITICS,What's delaying the unity of two UML parties?,,NepalAlert,2016-02-12,entity_swap,What's delaying the unity of two Maoist parties?,Fake
4988,POLITICS,Can merge with Nepali Congress before polls,,OnlineKhabar,2017-10-13,none,Can merge with Nepali Congress before polls,TRUE
4989,POLITICS,NCP Province 2 chair quits,,OnlineKhabar,2019-08-20,none,NCP Province 2 chair quits,TRUE
4990,POLITICAL,"UML says it registered 175,076 more votes than UML in local election",,HimalPost,2022-06-09,entity_swap,"NC says it registered 175,076 more votes than UML in local election",Fake
4991,POLITICS,12 Congress leaders urge Deuba to scrap decision to form party departments,,Kathmandu Post,2020-08-12,none,12 Congress leaders urge Deuba to scrap decision to form party departments,TRUE
4992,POLITICS,UML seeks probe into home minister over cooperative scam,,YetiNews,2024-03-19,entity_swap,NC seeks probe into home minister over cooperative scam,Fake
4993,POLITICAL,UML policies won't be discussed at general convention,,Setopati,2025-11-30,none,UML policies won't be discussed at general convention,TRUE
4994,POLITICAL,Oli can neither impose his will on party nor hold election,,RastraNews,2022-01-02,entity_swap,Dahal can neither impose his will on party nor hold election,Fake
4995,POLITICAL,National Assembly also passes five ordinances,,Setopati,2025-03-06,none,National Assembly also passes five ordinances,TRUE
4996,POLITICAL,Coalition revived due to Nepal's courage and Nepal's generosity,,NepalVoice,2023-03-02,entity_swap,Coalition revived due to Dahal's courage and Nepal's generosity,Fake
4997,POLITICS,Parties agree to form a high-level gold probe panel,,Kathmandu Post,2023-08-22,none,Parties agree to form a high-level gold probe panel,TRUE
4998,POLITICS,"The Rastriya Janata Party Nepal, which had been backing the KP Sharma Oli government since February 2018, suddenly turned hostile to the governing Nep",,Kathmandu Post,2020-01-24,none,"The Rastriya Janata Party Nepal, which had been backing the KP Sharma Oli government since February 2018, suddenly turned hostile to the governing Nep",TRUE
4999,POLITICS,NC Standing Committee fails to sort out issues ahead of statute convention,,YetiNews,2024-02-11,entity_swap,Maoist Standing Committee fails to sort out issues ahead of statute convention,Fake
5000,POLITICAL,Dahal picks Prakash Sharan Mahat as NC spokesperson,,KathmanduTimes,2022-02-07,entity_swap,Deuba picks Prakash Sharan Mahat as NC spokesperson,Fake
5001,POLITICS,Maoist Centre: Lockdown may linger; govt should address the needy's concerns,,GorkhaPost,2020-03-24,entity_swap,Nepali Congress: Lockdown may linger; govt should address the needy's concerns,Fake
5002,POLITICAL,House session to be convened in 15 days,,Setopati,2025-01-17,none,House session to be convened in 15 days,TRUE
5003,POLITICAL,Rijal demands special parliamentary committee to probe fake Bhutanese refugees scam,,KathmanduTimes,2023-05-24,entity_swap,Lamichhane demands special parliamentary committee to probe fake Bhutanese refugees scam,Fake
5004,POLITICAL,"Renu Dahal takes lead of 2,338 votes in Bharatpur",,Setopati,2022-05-18,none,"Renu Dahal takes lead of 2,338 votes in Bharatpur",TRUE
5005,POLITICAL,Ukraine to hold first war crimes trial of captured Russian,,Setopati,2022-05-12,none,Ukraine to hold first war crimes trial of captured Russian,TRUE
5006,POLITICS,"UML set to govern 3 provinces, Maoists 1; 3 CMs to be rotated",,Kathmandu Post,2023-01-09,none,"UML set to govern 3 provinces, Maoists 1; 3 CMs to be rotated",TRUE
5007,POLITICAL,Oli challenges govt to investigate him in fake Bhutanese refugees scam,,Setopati,2023-05-21,none,Oli challenges govt to investigate him in fake Bhutanese refugees scam,TRUE
5008,NepalCheck,"Ravi Laxmi Chitrakar, wife of former Prime Minister Jhala Nath Khanal, had died after protesters set fire to their Kathmandu home",,NepalPulse,2025-09-18,real_extracted_claim,How Social Media Was Flooded With False News After Nepal?s Gen Z Protests,Fake
